Actual Cumulative Returns: 2018-11-19 to 2023-03-27,Algo Cumulative Returns: 2018-11-19 to 2023-03-27
0.998854167,0.998854167
1.001953,1.001953
0.990090336,1.013815664
0.98156067,1.005081604
0.996989934,1.020880596
0.971987877,1.046481772
0.967840174,1.042016186
0.970952932,1.045367508
0.972230269,1.046742741
0.980423279,1.037921813
0.991583584,1.049736632
1.013407827,1.02663247
1.010686089,1.023875213
1.016759972,1.030028358
1.004565164,1.042382304
1.00838032,1.046341083
0.999629128,1.03726045
1.006254738,1.030385417
1.008400699,1.03258284
0.978649638,1.063047352
0.979071758,1.063505874
0.986527163,1.071604226
0.977679445,1.081214962
0.977131883,1.081820511
0.960867089,1.063813129
0.955313022,1.057664007
0.950486689,1.052320587
0.960867656,1.040827417
0.962914823,1.04304494
0.964724763,1.045005497
0.964724763,1.045005497
0.944593215,1.023198678
0.948496318,1.027426583
0.931072331,1.008552638
0.94145528,1.019799615
0.92941431,1.006756642
0.937126356,1.015110455
0.934452512,1.018006806
1.006209187,1.096179621
1.011125407,1.101535427
1.019625912,1.110796005
1.014656186,1.1162101
1.031001415,1.098228926
1.040709545,1.087887767
1.041277993,1.088481984
1.00767008,1.053350532
0.988098201,1.032891405
0.98782528,1.033176699
0.985852636,1.03111349
0.967410878,1.050401916
0.954818814,1.03672962
0.950292385,1.031814883
0.923595916,1.060801555
0.90921163,1.044280398
0.916385654,1.036040629
0.892983043,1.009582275
0.889585465,1.005741066
0.913931659,1.033266209
0.91562485,1.035180484
0.909816465,1.028613683
0.916852163,1.036568051
0.910595795,1.04364133
0.914375889,1.039308933
0.902234059,1.02550814
0.898956328,1.021782566
0.925324349,0.991811829
0.928705765,0.99543621
0.934206564,1.00133226
0.916974295,1.019802722
0.911216818,1.013399607
0.923283062,1.026818946
0.944956418,1.002715164
0.957029342,0.989904305
0.96463131,0.997767407
0.959926989,0.992901488
0.973504933,1.006945849
0.972745571,1.006160403
0.96978477,1.00922291
0.952122001,1.02760397
0.959640468,1.019489456
0.947605082,1.00670347
0.94253633,1.0013186
0.950038691,1.009288853
0.955704006,1.003270215
0.933781999,1.026283298
0.946727543,1.04051124
0.934756544,1.027354382
0.949121045,1.043141844
0.939106013,1.032134714
0.916690207,1.056771051
0.891177928,1.027360202
0.89537811,1.03220222
0.909264339,1.048210425
0.90328699,1.041319669
0.907765867,1.036156368
0.909949775,1.038649159
0.931452675,1.014104981
0.930115356,1.015560966
0.930628715,1.016121486
0.939579229,1.025894243
0.942213508,1.028770522
0.939419494,1.025719834
0.965927559,1.054663079
0.956508045,1.064947922
0.967704489,1.077413714
0.981148354,1.092381718
0.970447775,1.080468007
0.975734497,1.086354087
0.97935709,1.090387376
0.985842925,1.097608514
0.97425769,1.110507174
1.01212738,1.153672924
1.003831196,1.144216523
0.993001724,1.131872553
0.992489545,1.13245636
1.010182365,1.152644327
1.012909044,1.155755539
1.03145962,1.176922228
1.047023596,1.194681129
1.030496642,1.175823445
1.031307515,1.176748672
1.020556262,1.189016132
1.024214263,1.184754316
1.114140567,1.288776083
1.115164245,1.28759195
1.103050863,1.273605587
1.115839812,1.288371975
1.148221669,1.250983206
1.151403214,1.254449487
1.154570876,1.257900643
1.163805289,1.267961501
1.152908075,1.256089027
1.147149633,1.249815226
1.125731476,1.273150227
1.100877124,1.245041104
1.109872109,1.255214017
1.108665615,1.253849527
1.055346304,1.314151201
1.066987225,1.328646851
1.065244269,1.330817237
1.06264037,1.334070306
1.076481152,1.351446435
1.10282572,1.384520189
1.094946863,1.374628838
1.095183598,1.374926042
1.083686538,1.360492291
1.081386383,1.357604608
1.075478563,1.350187755
1.082465864,1.35895982
1.06540222,1.337537615
1.060873372,1.331851964
1.060873372,1.331851964
1.049537805,1.317620956
1.058944235,1.329430068
1.053955854,1.323167507
1.07390595,1.298121563
1.074600066,1.2989606
1.056362112,1.276914833
1.055804313,1.276240572
1.058386562,1.279361957
1.040191501,1.257368038
1.052137922,1.271808694
1.03141913,1.246764126
1.021469803,1.234737527
1.014992247,1.226907554
1.029654891,1.244631539
1.024529131,1.238435597
1.024813303,1.238092093
1.027135804,1.240897941
1.035430749,1.250919187
1.040559135,1.257114866
1.038459675,1.254578476
1.01537734,1.282464586
1.008974307,1.290551887
1.02378106,1.309490806
1.020672016,1.305514111
1.022032615,1.307254417
1.020731028,1.305589593
1.02697753,1.313579325
1.035794169,1.324856452
1.017903564,1.301973059
0.954977629,1.382459929
0.957656042,1.386337296
0.981007491,1.420141692
0.983599149,1.416389914
0.981780259,1.4137707
1.003256701,1.382844468
1.006406891,1.38718655
0.989473584,1.363846432
0.980400713,1.376352073
0.990362724,1.39033741
0.989824688,1.389582079
0.984900208,1.396495393
0.998126123,1.415248491
0.971105869,1.376936325
0.973591249,1.380460359
0.979173782,1.388375863
0.974348197,1.38153364
0.999396428,1.417049663
0.993288287,1.408388896
0.995681717,1.411782554
0.996940574,1.413567495
1.029119214,1.367941226
1.030221862,1.369406905
1.02690515,1.364998215
1.025744041,1.363454829
1.005854156,1.38989316
0.996535192,1.37701618
1.023731667,1.414596374
1.010066041,1.43347959
1.006646838,1.428627078
1.01156628,1.43560872
1.018659963,1.445676032
1.022521524,1.440195729
1.039336198,1.463878772
1.040099792,1.462803269
1.038006815,1.459859691
1.035215117,1.463785953
1.007303521,1.424319178
1.00965063,1.427637973
1.016174552,1.436862746
1.025752295,1.450405599
1.032307478,1.441136623
1.026134224,1.432518549
1.034258787,1.443860717
1.025082626,1.431050482
1.042709487,1.455658184
1.039701335,1.451458701
1.026386159,1.432870259
1.008705251,1.408187105
1.003280789,1.40061437
1.00921431,1.408897769
