Close,Daily_Return,Cumulative_Return,SMA_Short,SMA_Long,Signal
29.84602165222168,0.00670186240260473,0.042949112685066515,28.033681246699118,27.84164669537785,1.0
29.612781524658203,-0.007814781155133121,0.034798693613492526,28.063520703996932,27.851705608945906,1.0
29.863292694091797,0.00845956227465483,0.04355263760384731,28.097252826301418,27.866769886980155,1.0
29.863292694091797,0.0,0.04355263760384731,28.127848450018433,27.88021266821659,1.0
29.949682235717773,0.002892833771242831,0.046571461915977164,28.155502436112386,27.89623497471665,1.0
29.742353439331055,-0.006922570822452956,0.0393264968501057,28.178228300444935,27.91289396960326,1.0
29.94104766845703,0.006680514691995487,0.04626973278209312,28.199433112631038,27.929426405164932,1.0
30.053348541259766,0.0037507329084227603,0.050194011099925495,28.220141702768753,27.947093192977135,1.0
30.234758377075195,0.006036260337724864,0.05653325555604427,28.252393800385143,27.972198332198943,1.0
30.269304275512695,0.0011425888709497567,0.057740438695630836,28.26931996248206,27.997911144988706,1.0
30.079256057739258,-0.006278578986937067,0.05109933180360282,28.29142854651626,28.02480909559462,1.0
30.131093978881836,0.0017233777671585848,0.052910773023108426,28.316860276825572,28.051368289523655,1.0
30.30385971069336,0.0057338021623978275,0.05894795509028028,28.344772455643636,28.07622271836406,1.0
30.053348541259766,-0.0082666423295642,0.050194011099925495,28.37872400089186,28.10070290228333,1.0
29.992876052856445,-0.002012171399812468,0.04808084074653585,28.407433801767777,28.125434682826803,1.0
29.897850036621094,-0.003168286231299944,0.04476022064950924,28.435249717868103,28.15239765668156,1.0
29.98423194885254,0.0028892349157427777,0.047778778357588925,28.486609906566386,28.181526839131056,1.0
29.949682235717773,-0.001152262735750642,0.046571461915977164,28.531688884812958,28.210220780035463,1.0
30.070621490478516,0.0040380813996254705,0.050797602669719,28.584463625538106,28.236600336402354,1.0
30.156997680664062,0.002872444462542756,0.05381596042476078,28.645796834206095,28.262903637356228,1.0
30.079256057739258,-0.0025778966377230095,0.05109933180360304,28.71402327868403,28.292820208000414,1.0
30.053348541259766,-0.0008613084189901254,0.05019401109992572,28.801818730879802,28.330495853616736,1.0
30.079256057739258,0.0008620509106971319,0.05109933180360304,28.8733948298863,28.368605681140014,1.0
30.54573631286621,0.015508370759951928,0.06740016994675102,28.953256840608557,28.409788786762892,1.0
30.70986557006836,0.005373229688132142,0.07313555622902612,29.03452916048011,28.447627558852687,1.0
30.856719970703125,0.0047819942519675696,0.07826728429049545,29.117740786805445,28.487725903289487,1.0
30.93446922302246,0.0025196862269598608,0.08098417951570358,29.21505608850596,28.52852335843173,1.0
30.807619094848633,-0.004100607877229101,0.07655148727402139,29.3073145418751,28.565279662007033,1.0
30.6512393951416,-0.005076007309282149,0.07108690405579998,29.39091635723503,28.604337384002378,1.0
30.564361572265625,-0.0028343983666039296,0.06805101708445327,29.468161485633072,28.640792692550505,1.0
30.703365325927734,0.004547903064602066,0.0729084095782031,29.538723420123663,28.675460950292724,1.0
31.250713348388672,0.017826971625117816,0.09203511735210412,29.622747576966578,28.71238074639831,1.0
31.103015899658203,-0.004726210473466996,0.08687392954308093,29.694942707918127,28.75505318304505,1.0
31.129085540771484,0.0008381708448268466,0.0877849155828263,29.766612033454738,28.793504175513682,1.0
31.320220947265625,0.0061400906314386106,0.09446401355201672,29.84394513344278,28.82931487728851,1.0
31.215967178344727,-0.003328640915287062,0.09082093585619821,29.912803883455236,28.867867286759193,1.0
31.476600646972656,0.008349363873266125,0.09992859677023835,29.984337203356684,28.908017457133592,1.0
31.467918395996094,-0.00027583191317059885,0.09962520136104014,30.052872560462173,28.950408473159328,1.0
31.372344970703125,-0.0030371702408230616,0.09628545242340736,30.117341956313776,28.987263111153034,1.0
31.641679763793945,0.008585102367780761,0.10569717525677125,30.188365780577367,29.025285894220527,1.0
31.606916427612305,-0.0010986564696042755,0.10448239390175229,30.258327600907307,29.059852715694543,1.0
31.511356353759766,-0.0030233912274041375,0.10114311152120736,30.32404732217594,29.09285055988967,1.0
31.754610061645508,0.007719556884663303,0.10964344840875051,30.388032173623845,29.127960571134935,1.0
31.59822654724121,-0.004924749952863849,0.1041787318885039,30.443007800043844,29.16088728471236,1.0
31.502660751342773,-0.003024403782774354,0.1008392495549213,30.49144947285555,29.19224484761556,1.0
31.754610061645508,0.00799771524987758,0.10964344840875051,30.540096672213807,29.2262336075908,1.0
31.711179733276367,-0.0013676857717612734,0.10812580485263368,30.582039657904176,29.262026064323656,1.0
31.884937286376953,0.005479378394688039,0.11419764544633959,30.63123084087761,29.29552018522012,1.0
31.693801879882812,-0.0059945360650216495,0.1075185474771494,30.67299558678452,29.326307450882112,1.0
30.94662857055664,-0.02357474537633275,0.0814090797208098,30.695456952464824,29.35334226820204,1.0
30.62517738342285,-0.010387276481536478,0.07017618462010589,30.71611809243961,29.377302516590465,1.0
30.868444442749023,0.007943368173202847,0.07867698806473689,30.736631393432617,29.404755004728685,1.0
30.52960968017578,-0.010976735909114965,0.06683663563551079,30.750229699271067,29.428181176233775,1.0
30.877132415771484,0.011383137198159643,0.07898058342697278,30.76915725396604,29.453565270009666,1.0
31.094322204589844,0.007034001276213786,0.08657013422780802,30.796748453257035,29.478814616347805,1.0
31.059579849243164,-0.001117321519925274,0.0853560860339273,30.819575640620016,29.50336808869333,1.0
31.268095016479492,0.006713393041644977,0.09264250802961449,30.844366385012258,29.527267918442234,1.0
30.94662857055664,-0.010280973169405683,0.0814090797208098,30.85889434814453,29.54654065527097,1.0
31.30283546447754,0.011510361883484865,0.09385648957248272,30.879986821388712,29.573292472145774,1.0
